Business Name,Establishment District,Business Activity,Phone Number,Email Address
SOVES FAMILY.CO LTD,RUTSIRO,Wholesale Of Beverages,788869232,serco04@yahoo.com
RUNMETA COMPANY LTD,RUTSIRO,Wholesale Of Beverages,788324052,jbmugabe@gmail.com
KURA DISTRIBUTOR Limited,GAKENKE,Wholesale Of Beverages,788358857,kura.tantum@gmail.com
NZAFAMICO LTD,MUSANZE,Wholesale Of Beverages,783026873,bivakumanap@yahoo.com
FAMILY SOLUTION COMPANY LTD,NYAMASHEKE,Wholesale Of Beverages,783277227,adatialtd@yahoo.com
RUZIGANA.CO. LTD,NYARUGENGE,Wholesale Of Beverages,788487091,amnho007@yahoo.fr
MUMUFACO LTD,HUYE,Wholesale Of Beverages,788592534,mumufaco@gmail.com
M.A.M  TRADING  & SERVICES Ltd,NYARUGENGE,Wholesale Of Beverages,788526062,m.a.mtrading18@gmail.com
IRASHOBOYE LTD,NYARUGENGE,Wholesale Of Beverages,785214445,cassandrasarl@gmail.com
BRANCH FIVE (5) LIQOURS & WINES LTD,NYARUGENGE,Wholesale Of Beverages,788669197,gatetej@yahoo.fr
3P INITIATIVE Ltd,RWAMAGANA,Wholesale Of Beverages,788651649,3pinitiative@gmail.com
QUICK MASTER SUPPLY LTD,NYARUGENGE,Wholesale Of Beverages,788780805,lucieniba2020@yahoo.fr
IAN LTD,NYARUGENGE,Wholesale Of Beverages,788947595,niguha2013@gmail.com
SCIEX LTD,NYARUGENGE,Wholesale Of Clothing  Including Sports Clothes,788308910,sciexltd@yahoo.com
SOCIETE D'IMPORTATION ET DE COMMERCE GENERAL AU RWANDA-SICOGER- LTD,NYARUGENGE,Wholesale Of Clothing  Including Sports Clothes,788513491,jondahimana@yahoo.fr
HINA LTD,GASABO,Wholesale Of Clothing  Including Sports Clothes,788524267,theoba2003@yahoo.fr
RWANDA TRADING COMPANY Ltd,KICUKIRO,Wholesale Of Coffee  Tea  Cocoa And Spices,733311303,jj@rwandatc.com
IMPEXCOR LTD,KICUKIRO,Wholesale Of Coffee  Tea  Cocoa And Spices,788528304,chantino20@yahoo.fr / impexcorltd@gmail.com
C.DORMAN RWANDA Ltd,GASABO,Wholesale Of Coffee  Tea  Cocoa And Spices,783283225,jbosco.seminega@tempdormans.info
MFI DOCUMENT SOLUTIONS (R) Ltd,NYARUGENGE,Wholesale Of Computers And Computer Peripheral Equipment,788305012,s.hubert@mfi.rw/rwanda@ groupmfi.com
ALPHA COMPUTER Ltd,NYARUGENGE,Wholesale Of Computers And Computer Peripheral Equipment,788313184,fkarenzi@alphacomputer.rw
ROBOTICS SOLUTIONS  LTD,NYARUGENGE,Wholesale Of Computers And Computer Peripheral Equipment,788304530,ROBOTICKGL@GMAIL.COM
COMPUTER SUPPORT & CONSULTANCY LTD,NYARUGENGE,Wholesale Of Computers And Computer Peripheral Equipment,788307717,cscit2012@gmail.com
MITSUMI DISTRIBUTION RWANDA Ltd,NYARUGENGE,Wholesale Of Computers And Computer Peripheral Equipment,788388808,harsh@mitsumidistribution.com
SAI OFFICE SUPPLIES (RW) LTD,KICUKIRO,Wholesale Of Computers And Computer Peripheral Equipment,784793152,jogent@saioffice.rw
STAR TRADING COMPANY Ltd,NYARUGENGE,Wholesale Of Construction Materials  Hardware  Plumbing And Heating Equipment And Supplies,788527338,ndolijuvenal@gmail.com
INGENZI MAJYAMBERE BUSINESS (IMB) Ltd,KICUKIRO,Wholesale Of Construction Materials  Hardware  Plumbing And Heating Equipment And Supplies,788896666,majyamberejc1@gmail.com
SILVERSANDS INVESTMENT ,NYARUGENGE,Wholesale Of Construction Materials (Sand  Gravel),783686336,l.mustafa@gsmgroup.africa
RIEXCO LTD,GASABO,Wholesale Of Construction Materials (Sand  Gravel),788302222,riexcosarl@yahoo.fr
MATARE Ltd,NYARUGENGE,Wholesale Of Construction Materials (Sand  Gravel),788302388,mataresarl@yahoo.com
RANEZA TRADING Ltd,KICUKIRO,Wholesale Of Construction Materials (Sand  Gravel),788301154,
COGEI LTD,NYARUGENGE,Wholesale Of Construction Materials (Sand  Gravel),788300023,edkirenga@yahoo.fr
HOTPOINT APPLIANCES(RWANDA) LTD,GASABO,Wholesale Of Consumer Electronics (Radio And Tv Equipment  Radio And Tv Equipment  Stereo Equipment  And Video Game Consoles),788381777,rwanda@hotpoint.co.ke
SALUTE (RWANDA) LTD,GASABO,Wholesale Of Consumer Electronics (Radio And Tv Equipment  Radio And Tv Equipment  Stereo Equipment  And Video Game Consoles),783215643,saluterwanda@yahoo.com
UHURU IMPORTERS Ltd,NYARUGENGE,Wholesale Of Edible Oils And Fats Of Animal Or Vegetable Origin,788405381,uhruimporters@yahoo.com
SUN DISTRIBUTORS LTD,GASABO,Wholesale Of Edible Oils And Fats Of Animal Or Vegetable Origin,784877356,sundistributorsltd@gmail.com
MINERALS SUPPLY AFRICA (M.S.A) Ltd,KICUKIRO,Wholesale Of Ferrous And Nonferrous Metal Ores,788316540,contact@msaltd.net
PHOENIX METAL  LTD,GASABO,Wholesale Of Ferrous And Nonferrous Metal Ores,788307435,cdelavase@gmail.com
TRADING SERVICES LOGISTICS,KICUKIRO,Wholesale Of Ferrous And Nonferrous Metal Ores,788300699,tradingserviceslogistics@yahoo.f
BLANCOMET A A MINERALS Ltd,KICUKIRO,Wholesale Of Ferrous And Nonferrous Metal Ores,788389580,andrius.jankunas@gmail.com
RWANDAN MINERAL RESOURCES Ltd,NYARUGENGE,Wholesale Of Ferrous And Nonferrous Metal Ores,788307840,yassine@rmr-rw.com
EXCELLENT MINING COMPANY LTD,,Wholesale Of Ferrous And Nonferrous Metal Ores,788849737,excellentmining2013@yahoo.com
TAWOTIN LTD,KICUKIRO,Wholesale Of Ferrous And Nonferrous Metal Ores,788307767,tawotin@gmail.cm
BOSS MINING SOLUTION LTD,KICUKIRO,Wholesale Of Ferrous And Nonferrous Metal Ores,788307877,bossmining12@gmail.com
ONYX MINING LTD,KICUKIRO,Wholesale Of Ferrous And Nonferrous Metal Ores,788300535,gitego.ruben@gmail.com
TWC MINERALS LTD,KICUKIRO,Wholesale Of Ferrous And Nonferrous Metal Ores,788438000,safafex@yahoo.fr
SUNRISE METAL COMPANY LTD,KICUKIRO,Wholesale Of Ferrous And Nonferrous Metal Ores,786067690,sunrisemet@126.com
SIGMA MINING CORPORATION LTD,NYARUGENGE,Wholesale Of Ferrous And Nonferrous Metal Ores,781524608,saqraza110@gmail.com
SODIACO LTD,NYARUGENGE,Wholesale Of Fertilizers And Agrochemical Products,783155966,habeyjope@yahoo.fr
BALTON RWANDA Ltd,NYARUGENGE,Wholesale Of Fertilizers And Agrochemical Products,788476263,balton@balton.com
GREEN AGE INTERNATIONAL Ltd,NYARUGENGE,Wholesale Of Fertilizers And Agrochemical Products,788300786,greenage.rwanda@gmail.com
FISH TRADING LTD,NYARUGENGE,Wholesale Of Fishery Products,788615046,habifro2001@yahoo.fr
ALPHA CHOICE RWANDA Ltd,GASABO,Wholesale Of Fishery Products,786890611,pankaj@alphakenya.com
ICM RWANDA AGRIBUSINESS Limited,GASABO,Wholesale of food  beverages and tobacco,781521601,info@icmafrica.com
SELAM TRADING Ltd,NYARUGENGE,Wholesale of food  beverages and tobacco,787030715,tesfaytiezaz75@gmail.com
SAM&CHAM DISTRIBUTOR Ltd,GASABO,Wholesale of food  beverages and tobacco,788504903,samuel.nduwumwe@yahoo.fr
ENTREPRISE MUGISHA ALPHONSE  LTD,NYAGATARE,Wholesale Of Footwear,788301860,joycedukuze@yahoo.com
BEST PRICE COMPANY LTD,NYARUGENGE,Wholesale Of Footwear,788525353,jeandamascenek@yahoo.fr
RUBIS ENERGY RWANDA Ltd,GASABO,Wholesale Of Fuels  Greases  Lubricants  Oils Such As (Charcoal  Coal  Coke  Fuel Wood  Naphtha  Crude Petroleum  Crude Oil  Diesel Fuel  Gasoline  Fuel Oil  Heating Oil  Kerosene  Liquefied Petroleum Gases  Butane And Propane Gas  And Lubricating Oils And Greases  Refined Petroleum Products),736057388,kobil@rw.kenolkobil.com
MEREZ PETROLEUM,NYARUGENGE,Wholesale Of Fuels  Greases  Lubricants  Oils Such As (Charcoal  Coal  Coke  Fuel Wood  Naphtha  Crude Petroleum  Crude Oil  Diesel Fuel  Gasoline  Fuel Oil  Heating Oil  Kerosene  Liquefied Petroleum Gases  Butane And Propane Gas  And Lubricating Oils And Greases  Refined Petroleum Products),788300830,olivier.mugabo@merezpetroleum.com
VIVO ENERGY RWANDA Limited,GASABO,Wholesale Of Fuels  Greases  Lubricants  Oils Such As (Charcoal  Coal  Coke  Fuel Wood  Naphtha  Crude Petroleum  Crude Oil  Diesel Fuel  Gasoline  Fuel Oil  Heating Oil  Kerosene  Liquefied Petroleum Gases  Butane And Propane Gas  And Lubricating Oils And Greases  Refined Petroleum Products),788175100,Saibou.Coulibaly@vivoenergy.com
OILCOM (RWANDA) LIMITED,GASABO,Wholesale Of Fuels  Greases  Lubricants  Oils Such As (Charcoal  Coal  Coke  Fuel Wood  Naphtha  Crude Petroleum  Crude Oil  Diesel Fuel  Gasoline  Fuel Oil  Heating Oil  Kerosene  Liquefied Petroleum Gases  Butane And Propane Gas  And Lubricating Oils And Greases  Refined Petroleum Products),788503591,oilcom@oilconrwanda.com
ENERGY RESOURCES PETROLEUM LTD,NYARUGENGE,Wholesale Of Fuels  Greases  Lubricants  Oils Such As (Charcoal  Coal  Coke  Fuel Wood  Naphtha  Crude Petroleum  Crude Oil  Diesel Fuel  Gasoline  Fuel Oil  Heating Oil  Kerosene  Liquefied Petroleum Gases  Butane And Propane Gas  And Lubricating Oils And Greases  Refined Petroleum Products),788357350,auzanyinema@erpetroleum.com
DELTA PETROLEUM SARL,NYARUGENGE,Wholesale Of Fuels  Greases  Lubricants  Oils Such As (Charcoal  Coal  Coke  Fuel Wood  Naphtha  Crude Petroleum  Crude Oil  Diesel Fuel  Gasoline  Fuel Oil  Heating Oil  Kerosene  Liquefied Petroleum Gases  Butane And Propane Gas  And Lubricating Oils And Greases  Refined Petroleum Products),784338232,deltarwanda@yahoo.fr
HASS PETROLEUM RWANDA LTD,NYARUGENGE,Wholesale Of Fuels  Greases  Lubricants  Oils Such As (Charcoal  Coal  Coke  Fuel Wood  Naphtha  Crude Petroleum  Crude Oil  Diesel Fuel  Gasoline  Fuel Oil  Heating Oil  Kerosene  Liquefied Petroleum Gases  Butane And Propane Gas  And Lubricating Oils And Greases  Refined Petroleum Products),786890555,rwanda@hasspetroleum.com
HASHI ENERGY (R) Ltd,NYARUGENGE,Wholesale Of Fuels  Greases  Lubricants  Oils Such As (Charcoal  Coal  Coke  Fuel Wood  Naphtha  Crude Petroleum  Crude Oil  Diesel Fuel  Gasoline  Fuel Oil  Heating Oil  Kerosene  Liquefied Petroleum Gases  Butane And Propane Gas  And Lubricating Oils And Greases  Refined Petroleum Products),783244941,info@hashienergy.com
OIL CITY Ltd,GASABO,Wholesale Of Fuels  Greases  Lubricants  Oils Such As (Charcoal  Coal  Coke  Fuel Wood  Naphtha  Crude Petroleum  Crude Oil  Diesel Fuel  Gasoline  Fuel Oil  Heating Oil  Kerosene  Liquefied Petroleum Gases  Butane And Propane Gas  And Lubricating Oils And Greases  Refined Petroleum Products),788342222,oilcity@yahoo.com
ENERGY SOLUTION LTD (ENES),NYARUGENGE,Wholesale Of Fuels  Greases  Lubricants  Oils Such As (Charcoal  Coal  Coke  Fuel Wood  Naphtha  Crude Petroleum  Crude Oil  Diesel Fuel  Gasoline  Fuel Oil  Heating Oil  Kerosene  Liquefied Petroleum Gases  Butane And Propane Gas  And Lubricating Oils And Greases  Refined Petroleum Products),788300103,energy.solutions09@gmail.com
MOUNT MERU PETROLEUM (RWANDA)  LTD,NYARUGENGE,Wholesale Of Fuels  Greases  Lubricants  Oils Such As (Charcoal  Coal  Coke  Fuel Wood  Naphtha  Crude Petroleum  Crude Oil  Diesel Fuel  Gasoline  Fuel Oil  Heating Oil  Kerosene  Liquefied Petroleum Gases  Butane And Propane Gas  And Lubricating Oils And Greases  Refined Petroleum Products),782553817,dimple@mountmerugroup.com
SOURCE OIL LTD,NYARUGENGE,Wholesale Of Fuels  Greases  Lubricants  Oils Such As (Charcoal  Coal  Coke  Fuel Wood  Naphtha  Crude Petroleum  Crude Oil  Diesel Fuel  Gasoline  Fuel Oil  Heating Oil  Kerosene  Liquefied Petroleum Gases  Butane And Propane Gas  And Lubricating Oils And Greases  Refined Petroleum Products),788300429,mupenziemmy@yahoo.fr
LAKE PETROLEUM RWANDA LTD,NYARUGENGE,Wholesale Of Fuels  Greases  Lubricants  Oils Such As (Charcoal  Coal  Coke  Fuel Wood  Naphtha  Crude Petroleum  Crude Oil  Diesel Fuel  Gasoline  Fuel Oil  Heating Oil  Kerosene  Liquefied Petroleum Gases  Butane And Propane Gas  And Lubricating Oils And Greases  Refined Petroleum Products),786395115,admin@lakeoilgroup.com
EXCEL ENERGY Limited,GASABO,Wholesale Of Fuels  Greases  Lubricants  Oils Such As (Charcoal  Coal  Coke  Fuel Wood  Naphtha  Crude Petroleum  Crude Oil  Diesel Fuel  Gasoline  Fuel Oil  Heating Oil  Kerosene  Liquefied Petroleum Gases  Butane And Propane Gas  And Lubricating Oils And Greases  Refined Petroleum Products),788451618,mdayan86@gmail.com
AZIZ ENERGY LTD,NYARUGENGE,Wholesale Of Fuels  Greases  Lubricants  Oils Such As (Charcoal  Coal  Coke  Fuel Wood  Naphtha  Crude Petroleum  Crude Oil  Diesel Fuel  Gasoline  Fuel Oil  Heating Oil  Kerosene  Liquefied Petroleum Gases  Butane And Propane Gas  And Lubricating Oils And Greases  Refined Petroleum Products),733333611,eric.mukhwana@truegolferpost.com
UKOD OIL RWANDA LTD,NYARUGENGE,Wholesale Of Fuels  Greases  Lubricants  Oils Such As (Charcoal  Coal  Coke  Fuel Wood  Naphtha  Crude Petroleum  Crude Oil  Diesel Fuel  Gasoline  Fuel Oil  Heating Oil  Kerosene  Liquefied Petroleum Gases  Butane And Propane Gas  And Lubricating Oils And Greases  Refined Petroleum Products),783634613,info@ukodoil.com
ORYX OIL MUSOZI Limited,NYARUGENGE,Wholesale Of Fuels  Greases  Lubricants  Oils Such As (Charcoal  Coal  Coke  Fuel Wood  Naphtha  Crude Petroleum  Crude Oil  Diesel Fuel  Gasoline  Fuel Oil  Heating Oil  Kerosene  Liquefied Petroleum Gases  Butane And Propane Gas  And Lubricating Oils And Greases  Refined Petroleum Products),788304219,reuben.koech@oryxenergies.com
EASTERN HOPE Ltd,GASABO,Wholesale Of Hardware And Locks,788301351,info@easternhopeltd.com
QUINCAILLERIE MUHIRWA  LIMITED,KICUKIRO,Wholesale Of Hardware And Locks,788306513,info@qmuhirwa.com
CEMENT DISTRIBUTORS (E.A)  LTD,GASABO,Wholesale Of Hardware And Locks,785448349,cdeal-rwanda@cementdistributors.co.
ROOFINGS MANUFACTURING  LTD,NYARUGENGE,Wholesale Of Hardware And Locks,772760084,slalani@roofings.co.ug
KLEBSON TRADING ( R ) LTD,GASABO,Wholesale Of Hardware And Locks,788620144,klebsonkgl@yahoo.com
BELECOM LTD,NYARUGENGE,Wholesale Of Hardware And Locks,788304700,belecomsarl@gmail.com
IMPALA TRADING Ltd,NYARUGENGE,Wholesale Of Hardware And Locks,788300411,imparatrading@yahoo.fr
TOP SERVICES ENTERPRISE LTD,GASABO,Wholesale Of Hardware And Locks,788304063,nelisajuao@yahoo.com&topservicee@yahoo.fr
KIFARU HARDWARE AND TOOLS Ltd,NYARUGENGE,Wholesale Of Hardware And Locks,787699540,kifaruhardware2013@gmail.com
EAST AFRICA POLE FACTORY LTD,KICUKIRO,Wholesale Of Hardware And Locks,788302825,igiraneziran@yahoo.fr
C.N.B LTD,NYARUGENGE,Wholesale Of Hardware And Locks,788365555,info@cnb.co.rw
IMPU- MAHIU RWANDA LTD,KICUKIRO,Wholesale Of Hides And Skins,788301850,impumahiultd@gmail.com
VISION BUSINESS COMPANY ENTERPRISES LTD,KICUKIRO,Wholesale Of Hides And Skins,788534392,vbcoe@yahoo.fr
PEARL ENTERPRISE LTD,NYARUGENGE,Wholesale Of Household Furniture,785095293,pearenterprise2009@yahoo.com
"AFRICA GENERAL TRADING""AGT"" LTD",NYARUGENGE,Wholesale Of Industrial Chemicals: Aniline  Printing Ink  Essential Oils  Industrial Gases  Chemical Glues  Colouring Matter  Etc,788607609,agt_sarl@yahoo.com
T.M.M SOUNDS COMPANY LTD,NYARUGENGE,Wholesale Of Musical Instruments  Games And Toys  Sports Goods,788304552,twagiremma22@yahoo.fr
PRIME IMPEX RWANDA LTD,NYARUGENGE,Wholesale Of Office Furniture,788303520,prime_impex_rwanda@yahoo.co.uk
VICTORIA FURNITURES RWANDA LTD,NYARUGENGE,Wholesale Of Office Furniture,782519595,victoria_furniture-rwanda@yahoo.fr
TRANSPAPER RWANDA LTD,NYARUGENGE,Wholesale Of Office Machinery And Equipment  Except Computers And Computer Peripheral Equipment,788762127,fc@transpaper.co.rw
GVS TECHNOLOGIES & TRADING Ltd,NYARUGENGE,Wholesale Of Other Electrical Material Such As Electrical Motors  Transformers,788568888,gvstechnologies@yahoo.com
POWER CONTROL DESIGN LTD,GASABO,Wholesale Of Other Electrical Material Such As Electrical Motors  Transformers,783301207,vincent.wanyoike@gmail.com
CHEMI AND COTEX (RWANDA). Ltd,KICUKIRO,Wholesale Of Other Household Goods,789398761,sales.rwanda@cciltz.com
ETS. CONTINENTAL Ltd,NYARUGENGE,Wholesale Of Other Household Goods,788304200,ngarambecontipharma@yahoo.fr
FLAME TREE BRANDS  LTD,KICUKIRO,Wholesale Of Perfumeries  Cosmetics And Soaps,788306502,heril.bangera@gmail.com
FOREVER LIVING PRODUCTS RWANDA LTD,KICUKIRO,Wholesale Of Perfumeries  Cosmetics And Soaps,788749507,hgilbert@foreverea.com/hakizagil@gmail.com
SUN ENTERPRISES LTD,NYARUGENGE,Wholesale Of Pharmaceutical And Medical Goods,788308788,sun_enp@yahoo.com
PHILLIPS PHARMACEUTICALS (RWANDA) Ltd,NYARUGENGE,Wholesale Of Pharmaceutical And Medical Goods,788743193,phillips_rwanda@yahoo.com
MERITE EQUIPEMENTS LTD,NYARUGENGE,Wholesale Of Pharmaceutical And Medical Goods,788304280,laurusatsi@yahoo.fr
SURGIPHARM (RWANDA)  LTD,GASABO,Wholesale Of Pharmaceutical And Medical Goods,,rwanda@surgpharm.co.ug
"SOCIETE PHARMACEUTIQUE DU RWANDA ""SOPHAR"" Ltd",NYARUGENGE,Wholesale Of Pharmaceutical And Medical Goods,784981784,contact@sopharltd.com
TRANSFER TECHNOLOGIES RWANDA (T.T.R) Ltd,GASABO,Wholesale Of Pharmaceutical And Medical Goods,788306967,burotech@yahoo.com
AFRICA MEDICAL SUPPLIER AMS  LTD,NYARUGENGE,Wholesale Of Pharmaceutical And Medical Goods,788306878,fshema@africamedicals.com
MEDISELL RWANDA Ltd,GASABO,Wholesale Of Pharmaceutical And Medical Goods,788316066,medisellrw@gmail.com
MULTIPHAR UBIPHARM-RWANDA Ltd,NYARUGENGE,Wholesale Of Pharmaceutical And Medical Goods,785158072,contact@multiphar.co.rw
PRIMAMED TECHNOLOGIES LTD,NYARUGENGE,Wholesale Of Pharmaceutical And Medical Goods,788457716,primame.technologies@gmail.com
PYRAMID PHARMA LTD,KICUKIRO,Wholesale Of Pharmaceutical And Medical Goods,788583083,aumutoni@gpopartners.com
MNR EAST AFRICA Ltd,NYARUGENGE,Wholesale Of Pharmaceutical And Medical Goods,788309352,mnreastafrica@gmail.com
DEPOT PHARMACEUTIQUE ET MATERIEL MEDICAL KALISIMBI Ltd,NYARUGENGE,Wholesale Of Pharmaceutical And Medical Goods,788306439,muprosper1@yahoo.fr
2020 MAGASIN Ltd,NYARUGENGE,Wholesale Of Plastic Materials In Primary Forms,788687149,nyiratebukamathilde49@gmail.com
KIGALI CERAMICA AND FURNITURE LTD,GASABO,Wholesale Of Sanitary Installation Equipment: Tubes  Pipes  Fittings  Taps  Tpieces  Connections  Rubber Pipes Etc.,788306202,musafabien2012@yahoo.fr
SCIR  LIMITED,NYARUGENGE,Wholesale Of Software,788300480,austin@scrirw.com
ULTIMATE LOGISTICS Ltd,KICUKIRO,Wholesale Of Solid  Liquid And Gaseous Fuels And Related Products,788381068,stephen@ultimatelogistics.rw
DRAKKAR LTD,GASABO,Wholesale Of Stationery  Books  Magazines And Newspapers,788312839,hlydie@drakkarworld.com
PAPETERIE VERY CLEAR LTD,NYARUGENGE,Wholesale Of Stationery  Books  Magazines And Newspapers,788303224,mujopeter@gmail.com
FADAR  LTD ,NYARUGENGE,Wholesale Of Telephone And Communications Equipment,788388999,593825138@qq.com
ESRI RWANDA Ltd,GASABO,Wholesale Of Telephone And Communications Equipment,788914091,info@esri.rw
SCHILLO PHONE LTD,NYARUGENGE,Wholesale Of Telephone And Communications Equipment,788503973,gateranorbert@gmail.com
SHREE COM Ltd,NYARUGENGE,Wholesale Of Telephone And Communications Equipment,728399000,ramu.m@shreecom.net
HIMA CEMENT (RWANDA)  LTD,GASABO,,788302106,nicolas.george@lafargeholcim.com
COFFEE BUSINESS CENTER  LTD,KICUKIRO,,788571031,musengimanajd@yahoo.fr
REAL CONTRACTORS Limited,GASABO,,788638410,info@real.rw
COPEDU PLC Ltd,KICUKIRO,,252570149,info@coopedu.rw
CIMERWA PLC ,GASABO,,788381134,cimerwa@cimerwa.rw
TIGO  RWANDA Ltd,GASABO,,722123000,receptionist@tigo.co.rw
BCEG (RWANDA) Ltd,GASABO,,784980188,maobceg@hotmail.com
BAKHRESA GRAIN MILLING (RWANDA) Ltd,GASABO,,783001968,bgmrwanda@bakhresa.com
CHINA HENAN INTERNATIONAL COOPERATION GROUP CO. Ltd,GASABO,,785014463,chicorwanda@gmail.com
AKAGERA MANAGEMENT COMPANY LTD,KAYONZA,,783220311,jeromen@africanpark.org
SANLAM ASSURANCES GÉNÉRALES PLC ,NYARUGENGE,,576360,info@soras.co.rw
NGALI HOLDINGS Ltd,GASABO,,280305002,info@ngali.com
DIVERSEY EASTERN & CENTRAL AFRICA,KICUKIRO,,788445000,erick.kireva@diversey.com
S&H INDUSTRIES Limited,GASABO,,789535767,info@hipporoofings.co.rw
ENERGY  UTILITY  CORPORATION (EUCL) Ltd,NYARUGENGE,,788181294,info@eucl.reg.rw
AMEKI COLOR Ltd,GASABO,,788302474,info@amekicolor.com
TEXTRADE SARL,NYARUGENGE,,788301257,textrades19@gmail.com
KG HARVEST CO Ltd,NYARUGENGE,,788301879,kgharvestcoltd@gmail.com
RWACOF EXPORTS Ltd,KICUKIRO,,785025214,admin@rwacof.com
VISIONFUND RWANDA (VFR) PLC ,NYARUGENGE,,788518633,info@vfcrwanda.com
MICROFINANCE INKINGI PLC Limited,NYARUGENGE,,788301663,mfinkingi@gmail.com
"UMUTANGUHA FINANCE COMPANY PLC  ""UFC"" ",NYARUGENGE,,788531750,ucurw@yahoo.fr
SOCOSE Ltd,NYARUGENGE,,788642042,socoserwanda@yahoo.fr
SUGIRA Ltd,GASABO,,788304783,sugiraltd@yahoo.fr
HELLO PHONES COMPANY LTD,NYARUGENGE,,784042563,gakaf@gmail.com
FUTURE HEALTH AND TECHNOLOGIES Ltd,GASABO,,783707055,info@dash-s.com
HAREL MALLAC TECHNOLOGIES RWANDA Ltd,KICUKIRO,,785374385,rwanda@harelmallac.com
GROFIN RWANDA Ltd,GASABO,,782893657,rwanda@grofin.com
NSHILI KIVU TEA FACTORY (N.K.T.F)  LTD,NYARUGURU,,788555095,munguyve@yahoo.fr
ALPHA MEDIA LTD,GASABO,,788503965,semugazaa@gmail.com
 NAMBIAR ASSOCIATES Ltd,NYARUGENGE,,788307654,nambiar@nambiarassociates.com
SPEDAG INTERFREIGHT RWANDA Ltd,NYARUGENGE,,252570779,info@afrilogistics.com
ZAYKA Ltd,GASABO,,783488891,tolirwa@tolirwa.com
ECOMEQ LTD,GASABO,,788617138,bizabou2000@yahoo.fr
GULF ENERGY RWANDA LTD,NYARUGENGE,,788301481,info@gulfenergy.co.ke
BRALIRWA AND MINIMEX CORPORATE (BRAMIN  LTD),KAYONZA,,788300240,yvonne.banamwana@heineken.com
TRANSUNION RWANDA Limited,NYARUGENGE,,252577040,info@transunion.rw
MOGAS RWANDA LTD,GASABO,,788307230,mrw@mogasoil.com
SGES/ATT Ltd,NYARUGENGE,,788302523,sgesatt@gmail.com
ROYAL EXPRESS Ltd,NYARUGENGE,,788598605,royalexpress2016@hotmail.com
SHAHANSHAH FOREX BUREAU Ltd,NYARUGENGE,,788612225,sfbltd@yahoo.com
ECMN Ltd,GASABO,,788445377,info@ecmnlimited.com
